241.7 86.7 34.1 29.8 31.0 60.6 165.6 61.9 32.1 167.0 185.4 193.0
118.2 105.0 61.3 213.3 168.8 141.7 81.7 121.3 154.5 204.1 23.2 36.5
234.0 201.0 180.0 123.4 65.8 58.1 194.9 138.3 111.8 62.1 160.8 165.3
133.9 156.0 192.5 98.1 125.5 163.7 30.8 44.3 87.3 168.2 183.7 208.4
240.6 203.2 176.1 50.7 65.4 158.0 90.4 47.9 32.6 175.4 121.1 90.2
43.7 37.9 74.6 217.3 199.3 165.9 21.5 114.8 218.7 168.7 98.0 88.7
217.5 32.2 35.8 24.0 14.3 55.6 220.1 176.6 166.1 153.3 108.3 83.7
173.0 134.9 106.8 81.5 53.7 33.8 222.7 187.0 165.0 128.2 92.0 68.4
199.2 170.4 156.9 113.6 56.7 30.0 156.4 101.1 66.9 248.9 106.7 87.5
95.8 58.3 38.3 138.5 112.5 106.1 146.1 82.7 46.4 190.1 161.0 157.3
149.6 113.5 77.1 221.3 187.1 175.1 79.0 59.3 36.4 197.9 153.1 128.6
125.9 72.7 84.0 232.0 203.3 178.8 163.5 118.8 113.7 199.3 160.6 143.9
81.3 1.3 19.3 187.4 146.5 149.9 98.2 2.1 25.4 121.9 53.9 70.9
114.5 58.4 61.3 204.5 138.7 123.1 185.1 13.1 50.9 225.2 203.9 202.0
174.6 209.4 229.3 139.1 85.0 53.5 219.3 159.2 120.3 76.5 137.8 164.4
78.2 54.4 30.0 162.7 48.6 60.4 115.8 103.0 65.6 193.5 115.1 118.8
133.3 66.0 61.7 243.5 204.1 149.7 209.2 146.2 85.2 67.2 18.3 51.5
187.0 167.2 117.4 59.9 31.1 18.6 135.2 119.7 82.3 235.2 218.0 166.2
240.0 228.4 184.1 249.8 210.9 210.1 237.9 223.4 169.1 195.5 164.8 140.8
51.6 70.6 100.5 164.8 185.5 196.8 93.7 120.4 154.6 236.8 208.6 195.0
65.5 24.3 30.6 230.9 209.8 172.6 93.3 39.1 47.9 176.7 140.7 92.1
154.1 119.0 81.4 236.0 195.2 76.4 236.6 216.5 167.3 114.3 87.8 60.8
48.1 54.5 100.8 193.8 161.5 133.4 140.3 143.0 194.8 129.9 95.3 75.4
218.5 187.9 171.8 75.6 20.6 27.9 34.4 75.4 39.6 147.0 121.2 91.1
126.6 98.4 56.6 244.4 234.1 132.9 172.5 146.1 122.2 222.4 201.8 66.6
181.6 148.6 78.8 17.0 77.0 66.9 210.6 184.7 145.9 96.1 62.5 45.5
158.9 53.1 99.1 224.4 197.2 176.6 184.4 161.6 134.3 220.8 93.0 147.2
198.9 118.6 108.0 195.5 193.8 191.8 77.8 80.2 100.9 192.3 38.1 22.9
77.8 68.1 39.9 234.1 71.1 39.0 163.9 43.0 25.2 217.0 176.8 127.9
210.7 53.5 68.5 219.7 165.5 180.6 142.2 34.9 49.7 208.9 107.8 127.3
180.9 146.2 110.4 132.6 100.4 67.2 213.6 182.9 151.6 84.3 57.7 30.9
242.4 206.5 189.3 74.7 28.7 60.6 207.7 151.3 126.9 182.6 78.7 79.8
161.9 126.7 103.4 121.4 88.4 69.5 201.9 179.8 153.7 169.6 5.4 24.5
234.2 89.3 33.6 184.4 21.7 35.2 198.6 121.2 111.3 223.0 186.3 172.6
3.5 81.6 76.3 218.7 154.7 165.7 166.3 106.1 108.5 15.7 152.1 119.8
189.8 40.3 98.3 84.1 121.7 158.6 183.8 173.1 193.0 39.6 64.8 97.9
143.6 2.0 2.3 168.9 128.0 115.9 125.1 72.4 61.8 203.2 169.8 164.8
227.7 201.8 149.1 190.7 131.9 82.4 115.3 69.4 42.1 128.5 174.1 93.1
160.9 110.5 70.2 76.0 36.4 21.4 209.4 154.5 105.3 119.9 71.9 39.5
165.6 39.5 50.1 229.8 185.7 161.9 100.7 15.3 18.8 196.7 83.1 88.4
66.9 77.7 106.9 121.5 27.0 31.7 225.2 180.8 157.9 148.6 112.7 114.8
246.4 122.1 66.2 237.3 84.1 40.0 77.4 111.9 99.2 226.6 196.4 115.1
73.1 100.3 129.0 183.3 182.0 148.1 136.5 169.0 24.1 114.2 95.7 53.4
159.5 47.1 21.9 238.2 178.8 147.6 241.5 80.3 22.3 247.7 119.7 60.5
179.8 129.6 82.5 87.8 116.1 144.1 200.8 183.6 161.5 81.6 68.9 66.1
91.7 66.3 45.1 233.1 215.6 169.3 197.3 175.3 109.6 127.5 107.5 80.5
139.7 96.8 80.2 67.9 26.1 25.8 191.1 160.1 138.4 101.8 54.5 52.6
130.2 82.8 63.9 213.0 173.5 145.9 179.3 130.3 112.8 233.6 205.2 182.0
86.1 120.8 157.9 167.2 178.1 192.4 60.7 79.6 112.7 96.5 165.7 225.8
216.3 177.2 157.3 243.6 78.5 12.0 218.1 121.2 77.7 127.1 81.1 61.9
214.3 197.6 159.8 236.3 91.8 136.3 53.4 97.8 99.2 208.2 52.8 90.2
91.5 38.7 48.6 231.8 194.5 175.2 191.7 140.5 123.7 156.4 84.8 81.0
64.3 52.3 62.9 180.1 115.1 97.5 215.6 182.3 164.0 204.9 44.9 38.4
89.7 124.8 151.9 187.2 141.7 126.4 221.3 200.7 200.8 138.2 95.0 74.0
40.3 101.8 93.2 201.2 186.5 156.9 31.2 75.2 68.0 184.8 110.2 64.3
175.4 75.6 25.4 226.4 184.7 174.1 191.2 133.4 115.1 122.9 85.2 64.2
124.2 86.4 76.3 236.3 210.2 179.0 187.8 151.8 125.7 42.6 33.6 65.0
96.7 61.4 65.5 208.2 190.3 169.1 129.2 86.2 55.6 165.0 139.7 126.9
205.7 213.5 211.7 236.0 29.2 43.6 141.8 151.1 152.8 127.7 91.3 66.0
209.6 160.8 155.4 146.5 96.0 67.4 248.5 242.9 144.2 239.4 199.4 194.3
212.6 207.8 171.2 105.4 103.7 79.7 155.5 190.3 226.1 82.2 138.7 183.5
208.7 162.8 49.6 36.6 34.7 86.5 127.1 138.5 202.2 224.5 199.2 144.7
219.3 180.8 171.6 68.9 28.3 126.3 178.4 119.0 112.4 102.6 51.3 32.1
88.5 101.1 78.7 192.9 216.5 242.3 210.7 152.6 151.2 127.3 155.0 182.6
96.6 65.0 43.3 227.9 218.7 152.1 164.5 137.0 120.6 230.2 113.9 47.3
152.7 100.7 61.4 249.1 134.3 3.6 70.0 37.0 15.3 195.9 172.9 142.9
77.8 115.8 138.2 214.5 189.9 170.5 153.1 108.5 80.6 46.2 71.7 83.3
233.7 215.8 188.1 154.6 106.1 78.3 106.9 61.4 45.6 185.4 156.6 130.5
240.5 205.4 184.8 171.1 112.7 86.4 207.1 165.2 125.0 107.3 49.6 48.2
234.6 205.2 187.9 121.0 82.1 62.0 174.8 135.8 110.3 211.7 178.3 150.8
171.0 128.3 96.6 91.5 59.5 42.2 194.5 166.3 137.6 233.6 216.4 167.7
213.3 178.2 142.2 108.2 77.7 66.9 175.9 133.4 96.6 230.1 224.8 194.4
188.4 62.8 61.8 193.9 151.0 96.6 124.6 50.5 34.2 228.5 194.7 161.8
136.3 89.0 54.6 211.4 184.5 149.0 93.2 53.3 32.1 180.1 124.7 82.3
115.5 94.4 35.6 245.1 238.9 161.6 239.8 197.4 17.1 184.5 171.6 117.9
137.5 12.8 17.7 206.1 183.6 159.6 144.1 99.7 92.7 74.4 27.4 38.5
142.7 96.3 68.1 231.1 200.5 184.3 76.3 134.6 152.0 200.7 162.1 124.7
133.4 192.4 212.2 55.2 117.5 158.2 177.2 139.1 116.1 64.2 56.3 65.4
101.9 138.1 187.5 197.6 22.3 116.0 20.9 42.8 84.8 229.7 188.0 172.3
227.9 229.4 175.7 122.7 91.3 54.9 194.4 192.3 76.2 215.1 218.9 126.9
42.2 54.4 84.8 113.4 93.4 62.1 74.5 101.5 142.7 190.3 181.0 163.7
146.0 88.3 71.0 206.4 130.1 113.9 211.9 198.7 164.4 59.5 57.2 74.0
161.6 135.3 94.1 80.2 80.7 47.1 106.0 101.0 70.5 186.5 159.1 115.6
138.3 101.8 80.8 77.3 37.4 36.0 112.8 62.7 57.1 175.7 148.0 114.4
218.3 186.0 169.1 178.6 127.7 116.7 102.9 56.5 72.5 104.1 118.7 148.6
219.1 175.9 140.1 23.3 96.9 72.2 20.4 139.3 109.2 156.9 107.9 65.5
130.5 158.5 183.9 234.1 68.3 63.2 227.5 181.2 171.2 54.6 77.1 112.7
114.3 27.0 31.5 223.6 177.1 159.7 216.7 49.6 60.5 77.5 86.2 101.2
185.8 214.9 43.2 84.3 78.0 64.8 210.1 200.4 174.6 154.2 143.2 139.8
52.3 61.0 70.7 215.8 195.0 162.0 80.6 101.7 125.6 200.4 155.0 77.4
244.7 189.9 42.1 75.6 54.8 19.6 234.9 186.0 164.5 150.9 139.2 73.2
210.4 163.8 139.8 232.8 202.0 180.2 101.0 58.7 47.4 174.2 124.1 102.6
195.0 134.6 36.1 224.0 204.0 173.9 215.4 169.7 93.7 118.3 66.7 34.3
215.2 173.9 167.3 228.4 84.8 52.8 85.8 116.8 180.8 47.4 82.6 149.7
144.6 99.7 76.4 86.8 53.8 38.2 206.9 157.4 130.5 168.8 130.7 107.1
184.8 3.6 39.4 132.5 7.6 27.0 159.9 100.1 100.6 213.5 163.1 163.5
64.8 82.3 52.4 219.1 200.9 185.3 52.8 117.1 173.9 194.5 140.4 92.6
121.9 19.1 32.4 193.5 152.0 151.1 56.3 62.5 92.7 192.2 33.9 62.5
245.7 219.9 87.9 86.2 112.4 127.2 206.4 175.1 56.1 133.8 162.8 179.2
221.4 170.9 153.6 205.0 51.4 83.4 101.2 59.2 30.9 142.2 177.6 187.5
207.9 183.0 168.2 74.3 69.7 90.2 77.6 158.0 185.5 217.2 77.7 82.3
159.7 164.7 153.9 81.6 101.4 127.2 108.4 112.5 75.7 47.2 61.0 87.2
114.8 138.0 169.5 111.9 82.9 81.5 222.4 224.6 194.5 202.1 138.0 123.3
233.7 177.7 49.5 131.7 19.0 20.1 174.3 118.0 36.1 232.2 194.0 149.4
217.2 173.0 75.9 89.4 90.6 68.8 109.1 145.4 144.0 239.9 217.0 117.0
183.3 156.8 141.6 208.4 197.3 196.4 73.6 76.4 102.0 50.7 128.4 169.9
161.4 94.4 89.0 215.0 186.0 164.0 105.0 122.5 161.6 37.9 53.6 85.3
166.1 96.9 84.1 63.6 73.8 98.6 82.1 143.2 160.2 210.6 166.0 148.0
167.4 133.6 97.1 202.8 178.4 144.0 128.6 89.0 57.0 81.4 49.2 28.8
149.8 190.2 196.2 97.0 37.2 41.7 156.6 92.3 85.8 24.4 74.7 87.9
224.0 177.5 143.2 143.4 88.9 55.8 194.0 142.2 87.5 87.9 46.0 25.7
173.6 130.7 112.1 141.2 194.8 187.9 103.2 76.4 71.8 214.5 192.2 163.3
56.4 67.3 95.5 234.0 201.9 135.7 114.1 135.8 159.9 81.9 104.7 135.4
229.9 214.6 158.7 78.0 41.5 75.1 132.3 93.3 129.1 203.7 147.2 144.1
129.0 85.0 49.9 211.5 168.8 141.8 149.5 193.3 220.5 47.5 150.5 167.1
236.6 210.9 163.1 143.1 90.9 47.4 198.9 163.7 112.3 235.5 137.8 41.0
98.8 62.8 33.8 234.8 184.4 80.0 228.2 200.9 153.8 177.2 135.3 95.2
111.8 36.1 57.3 214.3 151.1 158.6 75.3 18.6 29.4 170.4 84.3 109.3
53.2 75.4 69.6 213.3 20.2 108.0 204.5 171.2 152.7 220.8 123.1 37.1
233.8 203.9 161.0 213.3 179.0 132.6 241.5 222.6 197.9 162.5 132.8 100.1
165.2 31.3 34.7 124.4 150.1 174.5 213.3 175.9 160.6 60.8 87.5 114.5
170.1 130.6 106.3 230.6 202.3 176.9 116.9 76.6 55.8 208.4 175.2 150.3
223.4 126.3 156.0 228.3 200.6 179.2 45.3 13.5 80.0 167.9 73.7 105.9
117.4 73.1 64.6 144.1 180.7 219.4 54.2 120.5 184.5 191.8 144.7 127.4
192.5 134.7 128.1 101.4 64.5 59.4 217.1 189.3 191.3 65.6 103.8 142.6
183.1 141.8 96.1 77.1 39.4 34.7 209.1 187.3 159.9 138.8 93.8 63.7
